,ROI,Subject,Layer,r,p-value
122,psts,3,1,0.007213148184641503,0.3089
123,psts,4,1,-0.007046266875077635,0.3202
124,psts,1,2,0.00499291644262193,0.4812
125,psts,2,2,0.01984832449710017,0.0051
126,psts,3,2,0.021248071530351027,0.0027
127,psts,4,2,0.007689389861608724,0.2781
128,psts,1,3,0.006965712700271915,0.3258
129,psts,2,3,0.02414467548668435,0.0007
130,psts,3,3,0.03077791437443793,0.0
131,psts,4,3,0.00841077001678737,0.2355
132,psts,1,4,0.010813433738770585,0.1272
133,psts,2,4,0.03993256671046785,0.0
134,psts,3,4,0.04088904410810313,0.0
135,psts,4,4,0.019984508514353287,0.0048
136,psts,1,5,0.01209469768495692,0.088
137,psts,2,5,0.0469300219647459,0.0
138,psts,3,5,0.05568665800618029,0.0
139,psts,4,5,0.03401315071448574,0.0
140,face,1,1,0.012372711634269914,0.0809
141,face,2,1,-0.003866765759109691,0.5854
142,face,3,1,0.005869396267661817,0.4077
143,face,4,1,0.001180151553595328,0.8678
144,face,1,2,0.022884478475929795,0.0012
145,face,2,2,0.01006912378266257,0.1555
146,face,3,2,0.026393524944269324,0.0002
147,face,4,2,0.00899750788121068,0.2044
148,face,1,3,0.02932431041789115,0.0
149,face,2,3,0.0213782507433936,0.0026
150,face,3,3,0.0394150453398907,0.0
151,face,4,3,0.013318033127735293,0.0603
152,face,1,4,0.046830679607754715,0.0
153,face,2,4,0.023566156540075513,0.0009
154,face,3,4,0.052823154928566776,0.0
155,face,4,4,0.012323338672241689,0.0821
156,face,1,5,0.0531077055594765,0.0
157,face,2,5,0.03434185635291708,0.0
158,face,3,5,0.07262122729885001,0.0
159,face,4,5,0.02475038070251617,0.0005
160,asts,1,1,-0.007959830354246213,0.2615
161,asts,2,1,0.0020777130254773677,0.7695
162,asts,3,1,0.01026503231343534,0.1476
163,asts,4,1,-0.00988449291537839,0.1632
164,asts,1,2,0.008354213626475551,0.2386
165,asts,2,2,0.004604973180935273,0.516
166,asts,3,2,0.01855805391785521,0.0088
167,asts,4,2,0.0013480118956262605,0.8492
168,asts,1,3,0.013256702358254517,0.0615
169,asts,2,3,0.013586296153028917,0.0553
170,asts,3,3,0.029649242404648384,0.0
171,asts,4,3,0.0010570969604343876,0.8815
172,asts,1,4,0.017586996482636584,0.0131
173,asts,2,4,0.019392865710410278,0.0062
174,asts,3,4,0.036297334038854386,0.0
175,asts,4,4,0.001893396760565774,0.7894
176,asts,1,5,0.021554617546755476,0.0024
177,asts,2,5,0.024948744684200466,0.0004
178,asts,3,5,0.04740837915841851,0.0
179,asts,4,5,0.016884977830870115,0.0172
