,evc,ppa,ffa,mt,eba,loc,psts,face,asts
0,0.44899198816167907,0.3649354924170379,0.5686877339452097,0.44767875604745355,0.477627734510637,0.42522225466235786,0.3256031112106455,0.35462420961719043,0.21971112378034346
1,0.652074676521453,0.4438482383002332,0.6064763408518665,0.47104592068468565,0.5516718357132838,0.4880751862523008,0.5552417940049115,0.43429857615982514,0.24927348565414154
2,0.6091991317953195,0.49369802254886846,0.6714458654315202,0.5687578741324462,0.6919863644708388,0.5509756964337883,0.43143084513315216,0.5067174197859422,0.27019643544620264
3,0.6482905887896316,0.3986540487362973,0.30361818815422553,0.666593005401899,0.65978436944726,0.445985879062127,0.4544228406413032,0.29519387426391797,0.24196856962969113
