video_name,indoor,expanse,transitivity,agent distance,facingness,joint action,communication,cooperation,dominance,intimacy,valence,arousal
yt-CycYi5Z5guk_25.mp4,0,0.225,0.9545454545454546,0.3,0.85,0.25,0.4,0.375,0.275,0.475,0.2,0.5227272727272727
yt-D0FQ_5wWv_s_5.mp4,1,0.025,0.025,0.0,0.175,0.8181818181818182,0.825,0.9772727272727272,0.9,0.975,0.825,0.375
yt-DlUgLVITRn0_3.mp4,1,0.3958333333333333,0.975,0.6,0.0909090909090909,0.1136363636363636,0.55,0.375,0.175,0.575,0.35,0.25
yt-DnrzWno9RY0_28.mp4,1,0.0833333333333333,0.125,0.1,0.675,0.3409090909090909,0.65,0.5,0.075,0.675,0.625,0.45
yt-EB_2BGaRiNU_9.mp4,1,0.0,0.925,0.05,0.975,0.475,0.875,0.8,0.825,0.95,0.7,0.25
yt-F0Ede8UiICQ_38.mp4,1,0.15,0.9,0.225,0.95,0.75,0.9,0.5454545454545454,0.175,0.95,0.75,0.475
yt-FSXBt3Sak1E_25.mp4,1,0.05,0.525,0.0,0.325,0.55,0.875,0.875,0.8,0.9545454545454546,0.85,0.3
yt-G7OeEYC-zy4_57.mp4,1,0.1,0.975,0.075,0.5454545454545454,0.5,0.95,0.9,0.275,0.925,0.75,0.475
yt-HNPvM6RfXsY_12.mp4,1,0.075,1.0,0.275,0.225,0.4318181818181818,0.25,0.55,0.025,0.85,0.725,0.4166666666666667
yt-HT3D9Cpx8Lw_28.mp4,1,0.525,0.4791666666666667,0.325,0.1,0.4,0.575,0.625,0.675,0.525,0.275,0.6590909090909091
yt-HYtGXOKUyCk_5.mp4,1,0.225,0.015625,0.175,1.0,1.0,0.8636363636363638,0.75,0.0681818181818181,0.75,0.8,0.525
yt-H_bBYuPxXkU_71.mp4,0,0.45,0.175,0.375,0.175,0.6818181818181818,0.55,0.6136363636363636,0.0,0.55,0.8055555555555556,0.45
yt-Hdv-QIhFago_254.mp4,1,0.125,0.975,0.15,0.05,0.4,0.475,0.925,0.675,0.75,0.775,0.45
yt-HsV1AkMICLQ_51.mp4,1,0.275,1.0,0.55,0.0909090909090909,0.275,0.5,0.55,0.15,0.425,0.775,0.6
yt-Jpw2EHf2-3s_508.mp4,0,0.425,0.75,0.3,0.175,0.725,0.675,0.75,0.025,0.525,0.375,0.4318181818181818
yt-K1EmbP7RMrQ_103.mp4,1,0.2,0.7,0.35,0.1136363636363636,0.4545454545454545,0.375,0.6818181818181818,0.075,0.9,0.75,0.4
yt-K2Ysv5Y6tYo_297.mp4,0,0.275,0.85,0.3181818181818182,0.1363636363636363,0.3055555555555556,0.8333333333333334,0.525,0.3,0.5454545454545454,0.625,0.1818181818181818
yt-K8ATZKxAgck_32.mp4,1,0.225,0.1,0.0,0.025,0.3,0.625,0.45,0.275,0.6,0.375,0.725
yt-KYxzJcHV8bI_485.mp4,0,0.525,0.9583333333333334,0.525,0.95,0.575,0.925,0.6,0.2,0.675,0.475,0.4772727272727273
yt-KZqqB7yoVYw_11.mp4,1,0.525,0.1,0.625,0.025,0.8055555555555556,0.1999999999999999,0.675,0.275,0.475,0.75,0.25
yt-LBVBFl3eNg8_88.mp4,1,0.125,0.075,0.2,0.925,0.5,0.925,0.2272727272727273,0.75,0.675,0.025,0.775
yt-LrJEzt-ytsM_18.mp4,0,0.425,0.85,0.0454545454545454,0.05,0.55,0.7045454545454545,0.925,0.925,0.875,0.625,0.2
yt-M1SHOxaP24s_29.mp4,0,0.15,0.95,0.0,0.0681818181818181,0.475,0.3249999999999999,0.775,0.9,0.9,0.475,0.375
yt-M1ZSKh7JbQQ_36.mp4,1,0.1,0.8,0.15,0.6363636363636364,0.6,0.875,0.7,0.925,0.9318181818181818,0.75,0.25
yt-M7LSf18G1-k_30.mp4,1,0.525,0.225,0.25,1.0,0.7,0.7272727272727273,0.625,0.3611111111111111,0.425,0.25,0.625
yt-MJMvM4DjVVY_67.mp4,1,0.025,0.05,0.025,1.0,0.9318181818181818,0.975,0.8,0.15,0.75,0.675,0.5277777777777778
yt-MMycfMcM9oM_297.mp4,0,0.375,0.734375,0.375,0.75,0.5454545454545454,0.9772727272727272,0.525,0.0909090909090909,0.625,0.125,0.75
yt-MqMKjrKRXmI_35.mp4,1,0.275,0.25,0.525,0.0227272727272727,0.05,0.2249999999999999,0.45,0.575,0.75,0.3,0.75
yt-NNVHWypc0No_309.mp4,0,0.25,1.0,0.35,0.65,0.825,0.725,0.85,0.15,0.6,0.625,0.35
yt-NQKRncc6YX8_35.mp4,1,0.25,0.15,0.125,0.325,0.225,0.525,0.65,0.85,0.925,0.725,0.375
yt-NyoDNKkeCkE_20.mp4,1,0.25,0.675,0.325,0.875,0.375,1.0,0.6,0.95,0.0,0.125,0.525
yt-O2JT20EG6yI_111.mp4,0,0.275,1.0,0.475,0.5227272727272727,0.3636363636363637,0.8863636363636364,0.75,0.4318181818181818,0.525,0.475,0.5
yt-OGAx__6iSTs_17.mp4,1,0.125,1.0,0.325,0.1,0.125,0.25,0.75,0.8,0.725,0.75,0.425
yt-OurLBAGyI9c_16.mp4,0,0.65,0.85,0.325,0.15,0.475,0.7,0.65,0.075,0.6,0.425,0.3
yt-P3MNLNyt_98_51.mp4,0,0.35,0.725,0.125,0.075,0.3181818181818182,0.7,0.625,0.525,0.6,0.5,0.3333333333333333
yt-PWO7CMF5otY_336.mp4,1,0.15,0.8,0.125,0.7,0.375,1.0,0.15,0.6,0.45,0.15,0.7
yt-PZF2qQpnGcI_97.mp4,0,0.525,1.0,0.3,0.1363636363636363,0.775,0.7,0.95,0.125,0.5227272727272727,0.575,0.65
yt-PkN1YKOuOYE_6.mp4,1,0.05,0.125,0.0,0.9772727272727272,0.875,0.875,0.85,0.675,0.925,0.8,0.3409090909090909
yt-Qk-3RGy0rwk_18.mp4,1,0.15,0.975,0.125,0.025,0.5833333333333334,0.475,0.9,0.7,0.875,0.725,0.25
yt-S0dAccaitok_119.mp4,1,0.15,1.0,0.275,0.9,0.7954545454545454,0.975,0.825,0.6,0.325,0.85,0.4166666666666667
yt-SHe7vXXrv44_21.mp4,1,0.05,0.9,0.05,0.275,0.875,0.275,0.975,0.95,1.0,0.7,0.225
yt-TUdnj4CVFmQ_416.mp4,1,0.25,0.925,0.25,0.975,0.7045454545454546,1.0,0.85,0.625,0.25,0.4,0.275
yt-U87RJqCZT8w_16.mp4,1,0.325,1.0,0.425,0.025,0.25,0.25,0.45,0.075,0.3,0.475,0.875
yt-UPu938CNhYc_35.mp4,1,0.425,0.9090909090909092,0.225,0.925,0.725,0.65,0.65,0.6,0.3181818181818182,0.475,0.8
yt-UZjgD-xTz9Q_310.mp4,1,0.075,0.575,0.25,0.175,0.475,1.0,0.8,0.15,0.575,0.55,0.25
yt-UdFXugWdS94_32.mp4,1,0.125,0.1818181818181818,0.275,0.0,0.55,0.4499999999999999,0.475,0.175,0.7954545454545454,0.625,0.3
yt-V9hKfvFLDQo_816.mp4,1,0.075,0.875,0.2045454545454545,0.075,0.45,0.6136363636363635,0.425,0.075,0.65,0.55,0.45
yt-VmGqoK-hmHc_47.mp4,0,0.375,0.984375,0.375,0.05,0.4090909090909091,0.4545454545454546,0.775,0.7272727272727273,0.9,0.625,0.475
yt-WsSVHEX7LdQ_144.mp4,0,0.55,1.0,0.675,0.175,0.175,0.6,0.475,0.075,0.3,0.425,0.15
yt-XTX0BNJrLcc_97.mp4,1,0.0,0.0909090909090909,0.0,1.0,0.625,0.85,0.9,0.875,0.9318181818181818,0.8,0.3
yt-YHZCo34wpMQ_3.mp4,1,0.0,0.975,0.0,0.3,0.5681818181818182,0.375,0.8,0.55,0.9,0.825,0.1944444444444444
yt-Z02VjQcNxv0_5.mp4,0,0.1,0.975,0.15,0.3,0.925,0.925,0.975,0.775,0.9090909090909092,0.85,0.175
yt-ZXSB3uT5Rk8_91.mp4,1,0.375,0.45,0.375,0.05,0.65,0.375,0.45,0.1,0.9090909090909092,0.8,0.275
yt-_I70R4j_tjA_309.mp4,0,0.575,0.1363636363636363,0.075,0.075,0.775,0.525,0.825,0.025,0.925,0.825,0.2045454545454545
yt-a9HzBJRWEJw_101.mp4,1,0.275,0.975,0.375,0.875,0.425,0.825,0.825,0.175,0.675,0.575,0.425
yt-aunEHRTiMrQ_22.mp4,1,0.05,1.0,0.1,0.625,0.7,0.625,0.875,0.5,0.9,0.45,0.25
yt-b6BhSLVUPuc_188.mp4,1,0.2291666666666666,0.975,0.225,0.525,0.6818181818181818,1.0,0.9,0.275,0.45,0.6,0.35
yt-cUygizD21xo_35.mp4,1,0.375,0.075,0.325,0.025,0.85,0.675,0.85,0.025,0.6,0.7,0.45
yt-cYECXplgRi4_15.mp4,1,0.075,0.9090909090909092,0.075,0.375,0.525,0.825,0.85,0.925,0.9318181818181818,0.875,0.475
yt-ccsCZ0yttAI_264.mp4,1,0.1,0.15,0.0227272727272727,0.725,0.8333333333333334,0.6041666666666667,0.375,0.35,0.4090909090909091,0.525,0.7272727272727273
yt-cf6C48WpbPE_21.mp4,1,0.2,0.9,0.325,0.0227272727272727,0.025,0.0681818181818182,0.5,0.2222222222222222,0.05,0.125,0.175
yt-cqmZWMjSuy0_205.mp4,1,0.225,0.55,0.2,0.15,0.8409090909090909,0.75,0.8181818181818182,0.0681818181818181,0.575,0.8888888888888888,0.475
yt-cs7e8XeuSGw_61.mp4,1,0.4,1.0,0.5,0.0,0.8636363636363636,0.725,0.7954545454545454,0.0909090909090909,0.5,0.6944444444444444,0.675
yt-dUQG4COAK54_46.mp4,1,0.225,0.0,0.25,0.2,0.65,0.4545454545454546,0.85,0.625,0.575,0.55,0.35
yt-eKsNke8uDhE_5.mp4,1,0.075,0.2083333333333333,0.0,0.55,0.65,0.525,0.475,0.075,0.925,0.125,0.7727272727272727
yt-fBN0EWsZbnk_14.mp4,0,0.6,1.0,0.65,0.25,0.75,0.35,0.875,0.6,0.725,0.7,0.3863636363636364
yt-fCaGeX3EZzc_44.mp4,1,0.1,0.925,0.1,0.025,0.5454545454545454,0.425,0.7727272727272727,0.8181818181818182,0.85,0.5833333333333334,0.125
yt-gEpYfnTt5_c_51.mp4,1,0.1,0.25,0.3,0.75,0.7,0.85,0.75,0.025,0.9545454545454546,0.85,0.2
yt-gcN3azy8GDY_38.mp4,0,0.675,0.96875,0.125,0.3181818181818182,0.8181818181818182,0.9090909090909092,0.7,0.4545454545454545,0.4,0.675,0.3
yt-gdfrW0ohNCU_61.mp4,1,0.275,1.0,0.35,0.1,0.125,0.2249999999999999,0.85,0.6,0.2954545454545455,0.85,0.55
yt-gknOwYMSbPs_2.mp4,1,0.45,0.1,0.225,0.975,0.25,0.725,0.15,0.45,0.475,0.375,0.725
yt-gvcE-VktSSg_23.mp4,1,0.0,0.95,0.025,0.525,0.6818181818181818,0.625,0.4545454545454545,0.8181818181818182,0.85,0.3888888888888889,0.475
yt-gyHCZmoE-Gc_173.mp4,0,0.425,1.0,0.475,0.0,0.2045454545454545,0.55,0.55,0.075,0.25,0.675,0.5555555555555556
yt-hFPoxM6C8v0_4.mp4,1,0.125,1.0,0.2,0.65,0.2272727272727273,0.425,0.6,0.2,0.75,0.65,0.225
yt-hHV1-no0rkQ_102.mp4,1,0.225,0.25,0.15,0.3863636363636364,0.6944444444444444,0.725,1.0,0.675,0.3,0.45,0.0555555555555555
yt-hXKxZId2MC0_139.mp4,1,0.55,1.0,0.7,0.6,0.6,0.75,0.725,0.1111111111111111,0.575,0.675,0.5
yt-hhmiJzI5caA_52.mp4,1,0.225,0.25,0.15,0.525,0.675,0.9545454545454546,0.55,0.3333333333333333,0.7,0.425,0.1
yt-iHn1BwC1p1I_31.mp4,1,0.075,0.975,0.15,0.725,0.9545454545454546,0.75,0.9545454545454546,0.525,0.975,0.475,0.175
