,roi_name,subj_id,model_name,model_layer_index,score
84,eba,1,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.038881783281606574
85,eba,2,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.06743407198436793
86,eba,3,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.08922191487571389
87,eba,4,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.0328238079584044
88,eba,1,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.009837630507303291
89,eba,2,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.02326180292423328
90,eba,3,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.03839594730627733
91,eba,4,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.0034695487392575127
92,eba,1,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.040755595701514914
93,eba,2,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.0913509585504711
94,eba,3,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.1121702969970392
95,eba,4,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.04375854824725824
96,eba,1,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.01996312619803557
97,eba,2,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.057744708882296845
98,eba,3,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.07175652010789878
99,eba,4,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.027004292055132537
100,loc,1,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.04532331582534956
101,loc,2,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.03856570742344047
102,loc,3,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.05099892777218705
103,loc,4,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.046908707871252335
104,loc,1,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.054436335485574514
105,loc,2,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.0569538045036146
106,loc,3,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.0694128705309222
107,loc,4,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.07273817537569031
108,loc,1,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.02348054306573178
109,loc,2,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.03177905127927498
110,loc,3,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.03752012157751236
111,loc,4,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.030756059964990676
112,loc,1,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.0670564955047737
113,loc,2,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.08331917056584802
114,loc,3,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.10014555866302237
115,loc,4,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.09576580001618397
116,loc,1,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.0547258405937219
117,loc,2,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.04412708934208289
118,loc,3,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.0695610983322748
119,loc,4,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.059947657168314024
120,psts,1,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.001660770274954416
121,psts,2,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.019445463992645746
122,psts,3,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.03291074107274817
123,psts,4,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.011903794328224712
124,psts,1,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.0019726540356348322
125,psts,2,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.033775487651882465
126,psts,3,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.04172024403444151
127,psts,4,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.026002852453976943
128,psts,1,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.006072218033846671
129,psts,2,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.023692686698420548
130,psts,3,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.03600704031212014
131,psts,4,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.006123474428331402
132,psts,1,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.017882237541756853
133,psts,2,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.05810768584496425
134,psts,3,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.06860635464476215
135,psts,4,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.04141703426259362
136,psts,1,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,-0.0013039949843231078
137,psts,2,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.029486869411191864
138,psts,3,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.038379791196319304
139,psts,4,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.01997604221798017
140,face,1,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.02851559178598791
141,face,2,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.006030675071274459
142,face,3,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.04202161290498209
143,face,4,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.00944132510639657
144,face,1,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.04734358162832589
145,face,2,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.02077408831402338
146,face,3,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.0684525580736875
147,face,4,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.02003726646889652
148,face,1,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.028583659570167473
149,face,2,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.012148587102294746
150,face,3,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.043298601113612604
151,face,4,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.011573556814230257
152,face,1,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.07375669521642524
153,face,2,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.05243561373792381
154,face,3,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.10591480542687687
155,face,4,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.03951226343711466
156,face,1,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.0427521493639956
157,face,2,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.028080667288718185
158,face,3,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.06634515056263735
159,face,4,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.023851248315102474
160,asts,1,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.01009530347973152
161,asts,2,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.01135714522931474
162,asts,3,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.025888685558636555
163,asts,4,standard_AlexNet,standard_AlexNet_RDM/features.3.npz,0.0005908842649797096
164,asts,1,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.009499031488927483
165,asts,2,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.016845313433356674
166,asts,3,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.03125476877752816
167,asts,4,standard_AlexNet,standard_AlexNet_RDM/features.8.npz,0.008317951188476724
168,asts,1,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.010964296330169683
169,asts,2,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.015723785489175805
170,asts,3,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,0.023248083080398704
171,asts,4,standard_AlexNet,standard_AlexNet_RDM/features.0.npz,-0.001852197869502926
172,asts,1,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.028324245126402144
173,asts,2,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.03396909155804393
174,asts,3,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.0512783478806719
175,asts,4,standard_AlexNet,standard_AlexNet_RDM/features.10.npz,0.027769174795443153
176,asts,1,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.01190088479116795
177,asts,2,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.022153671990600716
178,asts,3,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.026313992659024354
179,asts,4,standard_AlexNet,standard_AlexNet_RDM/features.6.npz,0.012354509586009144
180,evc,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.055686799604518174
181,evc,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.06968314875540485
182,evc,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.06681126132995016
183,evc,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.08554970600057675
184,evc,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02590272803855236
185,evc,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.030113451837259792
186,evc,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.03934101576223916
187,evc,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.05144965608576812
188,evc,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.06303892437468915
189,evc,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.0680333622017646
190,evc,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.06763959386513993
191,evc,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.07671799417870241
192,evc,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.04703783020302094
193,evc,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.04920691258408371
194,evc,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.055646880078452525
195,evc,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.06623190556276431
196,ppa,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.034128095169607804
197,ppa,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.033352347210679346
198,ppa,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.03553470460569706
199,ppa,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.05167614716220688
200,ppa,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02171691752785343
201,ppa,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.018319413039612993
202,ppa,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.022090301801200127
203,ppa,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.04001609774101567
204,ppa,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.034393144614657443
205,ppa,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.02303181256748171
206,ppa,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.027366536987069357
207,ppa,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.035946537103357434
208,ppa,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.02659279646438476
209,ppa,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.02309913282288529
210,ppa,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.029740411451279966
211,ppa,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.04013602826717549
212,ffa,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.0274037924445819
213,ffa,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.032869235428241134
214,ffa,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.031115025042970326
215,ffa,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.01218687042849702
216,ffa,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02819315827524474
217,ffa,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.03420012944197572
218,ffa,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.03355368715981021
219,ffa,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.016980237305215345
220,ffa,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.03311887268734936
221,ffa,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.03425910041985671
222,ffa,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.04295438845296952
223,ffa,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.012127742791866174
224,ffa,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.016882368092193508
225,ffa,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.016785128968891075
226,ffa,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.018212923239742836
227,ffa,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.005737071075625992
228,mt,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.037447933535155624
229,mt,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.032376665108362394
230,mt,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.07239068608218419
231,mt,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.08574989732421003
232,mt,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.01251361720765401
233,mt,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02093531967311277
234,mt,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.04677152198541676
235,mt,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.051813495791276
236,mt,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.0468442413887828
237,mt,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.03350189911587784
238,mt,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.06861825352432006
239,mt,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.07970000791560264
240,mt,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.020249564303800552
241,mt,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.01605338081628849
242,mt,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.060370251685863976
243,mt,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.06460264973024175
244,eba,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.01565186302660698
245,eba,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.029402921051193964
246,eba,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.046891036263869326
247,eba,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.020180421009315455
248,eba,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.009687671085847477
249,eba,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.03013578371741819
250,eba,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.03814976518979259
251,eba,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.017804878900996874
252,eba,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.02484825876152394
253,eba,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.039436495504565856
254,eba,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.056366256203364794
255,eba,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.02580521275064544
256,eba,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.01137566828925523
257,eba,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.023515747080134815
258,eba,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.03495327015118435
259,eba,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.014585230940217372
260,loc,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.025324627669033796
261,loc,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.028672244571583665
262,loc,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.03277071756447992
263,loc,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.027433507081622444
264,loc,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.021997332079166432
265,loc,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02084160188873306
266,loc,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.03383883761149944
267,loc,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02885220825956998
268,loc,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.03215398861886823
269,loc,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.03729887372955375
270,loc,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.04079181311881263
271,loc,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.0385186632953309
272,loc,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.015724573096146496
273,loc,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.012921198924743138
274,loc,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.02624090627258779
275,loc,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.015710606710561098
276,psts,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.008543667538639
277,psts,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.01288203899159089
278,psts,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.01320247809720757
279,psts,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.01441227095488788
280,psts,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.005743199148500977
281,psts,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.015170493131353577
282,psts,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.02124499141773922
283,psts,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.011228513855351297
284,psts,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.010781328723994872
285,psts,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.02157039284145731
286,psts,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.022363912079917343
287,psts,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.009198152433765936
288,psts,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.007020606671450248
289,psts,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.011119533678427874
290,psts,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.015055783588998973
291,psts,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.01080931034749961
292,face,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.023227575482847925
293,face,2,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.0070586185644602025
294,face,3,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.03208205474157576
295,face,4,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.004812437981228601
296,face,1,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.013307887349479519
297,face,2,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.011800566600943821
298,face,3,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.029570240182405876
299,face,4,standard_ResNet18,standard_ResNet18_RDM/layer1.npz,0.007840083906567376
300,face,1,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.01630962645345561
301,face,2,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.012893016249725563
302,face,3,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.028916117138147127
303,face,4,standard_ResNet18,standard_ResNet18_RDM/layer4.npz,0.0035406727554616827
304,face,1,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.01076918634867098
305,face,2,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,7.410013902174095e-06
306,face,3,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.01955229122504224
307,face,4,standard_ResNet18,standard_ResNet18_RDM/layer2.npz,0.0012746407557965372
308,asts,1,standard_ResNet18,standard_ResNet18_RDM/layer3.npz,0.00738749683404708
