,score_set,roi_name,subj_id,model_layer,model_layer_index,score
405,train,ppa,4,ResidualAttentionBlock-5,2,0.0868011937077792
406,train,ppa,4,ResidualAttentionBlock-7,3,0.05060670370252458
407,train,ppa,4,ResidualAttentionBlock-9,4,0.05411181179065302
408,train,psts,1,ResidualAttentionBlock-1,0,0.006583623240919707
409,train,psts,1,ResidualAttentionBlock-11,5,0.025297310502447472
410,train,psts,1,ResidualAttentionBlock-3,1,0.012082478947289468
411,train,psts,1,ResidualAttentionBlock-5,2,0.013649114218379175
412,train,psts,1,ResidualAttentionBlock-7,3,0.03058043622242167
413,train,psts,1,ResidualAttentionBlock-9,4,0.021977740968031158
414,train,psts,2,ResidualAttentionBlock-1,0,0.019887160457264533
415,train,psts,2,ResidualAttentionBlock-11,5,0.02327199488053987
416,train,psts,2,ResidualAttentionBlock-3,1,0.021318437230141367
417,train,psts,2,ResidualAttentionBlock-5,2,0.03099893396489304
418,train,psts,2,ResidualAttentionBlock-7,3,0.02369799466100018
419,train,psts,2,ResidualAttentionBlock-9,4,0.016265138559810877
420,train,psts,3,ResidualAttentionBlock-1,0,0.03138532436375309
421,train,psts,3,ResidualAttentionBlock-11,5,0.025501921919045246
422,train,psts,3,ResidualAttentionBlock-3,1,0.029553987987095957
423,train,psts,3,ResidualAttentionBlock-5,2,0.03168153258076405
424,train,psts,3,ResidualAttentionBlock-7,3,0.023605362812912607
425,train,psts,3,ResidualAttentionBlock-9,4,0.013630600229414518
426,train,psts,4,ResidualAttentionBlock-1,0,0.00964761047749281
427,train,psts,4,ResidualAttentionBlock-11,5,0.026183671805758767
428,train,psts,4,ResidualAttentionBlock-3,1,0.009272474761212412
429,train,psts,4,ResidualAttentionBlock-5,2,0.023313296044861966
430,train,psts,4,ResidualAttentionBlock-7,3,0.020954658381606414
431,train,psts,4,ResidualAttentionBlock-9,4,0.01793919702342573
