,ROI,Subject,Layer,r,p-value
116,face,1,2,0.005451674605641609,0.4419
117,face,2,2,0.0006103456310907201,0.9314
118,face,3,2,0.020104447015384684,0.0046
119,face,4,2,0.0018433589119974314,0.7948
120,face,1,3,0.017252226375414306,0.0149
121,face,2,3,0.0053385425039438415,0.4514
122,face,3,3,0.020148736968710477,0.0045
123,face,4,3,0.004302270978906286,0.5439
124,face,1,4,0.01691270045397161,0.017
125,face,2,4,0.014236496178722021,0.0446
126,face,3,4,0.020046553844738354,0.0047
127,face,4,4,-0.00047706939728888673,0.9463
128,asts,1,1,-0.0035337868620574273,0.6182
129,asts,2,1,0.010559343509787511,0.1363
130,asts,3,1,0.018289531723163308,0.0099
131,asts,4,1,-0.01163299228239997,0.1008
132,asts,1,2,-0.01126146811317952,0.1122
133,asts,2,2,0.0017282140398574145,0.8074
134,asts,3,2,0.014422705607323423,0.0419
135,asts,4,2,-0.010736889698757872,0.1299
136,asts,1,3,-0.0026130511657455283,0.7124
137,asts,2,3,0.0068997853745530295,0.3304
138,asts,3,3,0.01504068820487757,0.0339
139,asts,4,3,-0.006815186824030288,0.3364
140,asts,1,4,-0.0048728332759885975,0.4919
141,asts,2,4,0.0037036101919693492,0.6014
142,asts,3,4,0.015772278113836854,0.0261
143,asts,4,4,-0.0030069316048392776,0.6715
