,ROI,Subject,Layer,r,p-value
90,loc,3,3,0.026708469883147738,0.0002
91,loc,4,3,0.022397504385353234,0.0016
92,loc,1,4,0.02458258415650808,0.0005
93,loc,2,4,0.03325677336834545,0.0
94,loc,3,4,0.036375800661802585,0.0
95,loc,4,4,0.031136486911669536,0.0
96,psts,1,1,0.0013795874750934388,0.8457
97,psts,2,1,0.017399413322902613,0.0141
98,psts,3,1,0.0159974014957287,0.024
99,psts,4,1,0.0032791969096025633,0.6437
100,psts,1,2,0.0060775239497929566,0.3913
101,psts,2,2,0.012349246818401004,0.0815
102,psts,3,2,0.010305544550984109,0.146
103,psts,4,2,0.004912923326401983,0.4883
104,psts,1,3,0.005012798271083467,0.4795
105,psts,2,3,0.014807038299484683,0.0367
106,psts,3,3,0.012848251471400082,0.0699
107,psts,4,3,0.011350285345078034,0.1094
108,psts,1,4,0.012701174484827004,0.0732
109,psts,2,4,0.027456295015710046,0.0001
110,psts,3,4,0.02012335367042069,0.0045
111,psts,4,4,0.029732454048120728,0.0
112,face,1,1,0.017352411640011795,0.0144
113,face,2,1,0.011957337592986398,0.0917
114,face,3,1,0.027932735273642383,0.0001
115,face,4,1,0.008803555704207808,0.2143
116,face,1,2,0.007670596725308999,0.2792
117,face,2,2,-0.0005773179215804061,0.9351
118,face,3,2,0.014382865695154597,0.0425
119,face,4,2,0.0017767448381490944,0.8021
120,face,1,3,0.02315982308750528,0.0011
121,face,2,3,0.006436757840373743,0.3639
122,face,3,3,0.026474053259502698,0.0002
123,face,4,3,0.0020451024157297952,0.773
124,face,1,4,0.017441586224724196,0.0139
125,face,2,4,0.012457299334720654,0.0789
126,face,3,4,0.018583355562897936,0.0088
127,face,4,4,0.012919343200580762,0.0684
128,asts,1,1,-0.001927099483031401,0.7857
129,asts,2,1,0.012218073382722816,0.0848
130,asts,3,1,0.020476824034069488,0.0039
131,asts,4,1,-0.0023266497705885774,0.7428
132,asts,1,2,-0.003175077834086761,0.6542
133,asts,2,2,0.002917556366126814,0.6807
134,asts,3,2,0.020186973578142895,0.0044
135,asts,4,2,-0.005702947288547019,0.4211
136,asts,1,3,0.006092027302609786,0.3902
137,asts,2,3,0.005016924504603357,0.4791
138,asts,3,3,0.023998468965768363,0.0007
139,asts,4,3,-0.004719752126723297,0.5056
140,asts,1,4,0.007856228377368029,0.2678
141,asts,2,4,0.012253255564793052,0.0839
142,asts,3,4,0.018770506492666553,0.0081
143,asts,4,4,0.004581824797530735,0.5181
