,score_set,roi_name,subj_id,model_layer,model_layer_index,score,alpha
353,train,loc,3,ResidualAttentionBlock-9,4,0.05795933629843073,10000.0
354,train,loc,4,ResidualAttentionBlock-1,0,0.04428129683290344,10000.0
355,train,loc,4,ResidualAttentionBlock-11,5,0.06831039760619541,10000.0
356,train,loc,4,ResidualAttentionBlock-3,1,0.052654161163740144,1000.0
357,train,loc,4,ResidualAttentionBlock-5,2,0.08093285708488493,1000.0
358,train,loc,4,ResidualAttentionBlock-7,3,0.05552228393805059,10000.0
359,train,loc,4,ResidualAttentionBlock-9,4,0.04710905327850571,10000.0
360,train,mt,1,ResidualAttentionBlock-1,0,0.028678412603417292,10000.0
361,train,mt,1,ResidualAttentionBlock-11,5,0.06722400908632169,10000.0
362,train,mt,1,ResidualAttentionBlock-3,1,0.04379572827027671,1000.0
363,train,mt,1,ResidualAttentionBlock-5,2,0.07764305665581621,1000.0
364,train,mt,1,ResidualAttentionBlock-7,3,0.05271753258865974,10000.0
365,train,mt,1,ResidualAttentionBlock-9,4,0.044549138252213086,10000.0
366,train,mt,2,ResidualAttentionBlock-1,0,0.01706253196201047,10000.0
367,train,mt,2,ResidualAttentionBlock-11,5,0.02335895485428041,10000.0
368,train,mt,2,ResidualAttentionBlock-3,1,0.030052848687451277,1000.0
369,train,mt,2,ResidualAttentionBlock-5,2,0.03561701027009497,1000.0
370,train,mt,2,ResidualAttentionBlock-7,3,0.015450981919463678,10000.0
371,train,mt,2,ResidualAttentionBlock-9,4,0.012578289468199296,10000.0
372,train,mt,3,ResidualAttentionBlock-1,0,0.06915101596090648,10000.0
373,train,mt,3,ResidualAttentionBlock-11,5,0.14249593132533303,10000.0
374,train,mt,3,ResidualAttentionBlock-3,1,0.11306020010578628,1000.0
375,train,mt,3,ResidualAttentionBlock-5,2,0.15721851917146806,1000.0
376,train,mt,3,ResidualAttentionBlock-7,3,0.13023111374987698,10000.0
377,train,mt,3,ResidualAttentionBlock-9,4,0.14651160634831417,10000.0
378,train,mt,4,ResidualAttentionBlock-1,0,0.13450298669122485,10000.0
379,train,mt,4,ResidualAttentionBlock-11,5,0.18550565795783225,10000.0
380,train,mt,4,ResidualAttentionBlock-3,1,0.19769136010389937,1000.0
381,train,mt,4,ResidualAttentionBlock-5,2,0.22270433270176815,1000.0
382,train,mt,4,ResidualAttentionBlock-7,3,0.18517717491298633,10000.0
383,train,mt,4,ResidualAttentionBlock-9,4,0.1920486735716233,10000.0
384,train,ppa,1,ResidualAttentionBlock-1,0,0.05423902043795056,10000.0
385,train,ppa,1,ResidualAttentionBlock-11,5,0.09666517606527797,10000.0
386,train,ppa,1,ResidualAttentionBlock-3,1,0.06401605915113781,1000.0
387,train,ppa,1,ResidualAttentionBlock-5,2,0.09442810702336511,1000.0
388,train,ppa,1,ResidualAttentionBlock-7,3,0.04258875922802281,10000.0
389,train,ppa,1,ResidualAttentionBlock-9,4,0.05694021427315364,10000.0
390,train,ppa,2,ResidualAttentionBlock-1,0,0.048277733106384224,10000.0
391,train,ppa,2,ResidualAttentionBlock-11,5,0.07999659500910468,10000.0
392,train,ppa,2,ResidualAttentionBlock-3,1,0.059003091803221865,1000.0
393,train,ppa,2,ResidualAttentionBlock-5,2,0.08885438238926567,1000.0
394,train,ppa,2,ResidualAttentionBlock-7,3,0.026879538220894263,10000.0
395,train,ppa,2,ResidualAttentionBlock-9,4,0.04090872336892787,10000.0
396,train,ppa,3,ResidualAttentionBlock-1,0,0.06363877034664042,10000.0
397,train,ppa,3,ResidualAttentionBlock-11,5,0.1368294692365316,10000.0
398,train,ppa,3,ResidualAttentionBlock-3,1,0.0666093372183328,1000.0
399,train,ppa,3,ResidualAttentionBlock-5,2,0.10625426816864716,1000.0
400,train,ppa,3,ResidualAttentionBlock-7,3,0.07810919013330112,10000.0
401,train,ppa,3,ResidualAttentionBlock-9,4,0.08382957180780566,10000.0
402,train,ppa,4,ResidualAttentionBlock-1,0,0.08705105126674594,10000.0
403,train,ppa,4,ResidualAttentionBlock-11,5,0.1734765933728313,10000.0
404,train,ppa,4,ResidualAttentionBlock-3,1,0.09797299851468654,1000.0
405,train,ppa,4,ResidualAttentionBlock-5,2,0.12026437938328052,1000.0
406,train,ppa,4,ResidualAttentionBlock-7,3,0.07592604411253365,10000.0
407,train,ppa,4,ResidualAttentionBlock-9,4,0.10461380623123122,10000.0
408,train,psts,1,ResidualAttentionBlock-1,0,0.019876573852755687,10000.0
409,train,psts,1,ResidualAttentionBlock-11,5,0.01863505083027825,10000.0
410,train,psts,1,ResidualAttentionBlock-3,1,0.014222082684933888,1000.0
411,train,psts,1,ResidualAttentionBlock-5,2,0.014726143437909501,1000.0
412,train,psts,1,ResidualAttentionBlock-7,3,0.012457848576839015,10000.0
413,train,psts,1,ResidualAttentionBlock-9,4,0.010664457499499989,10000.0
414,train,psts,2,ResidualAttentionBlock-1,0,0.03722657889858191,10000.0
415,train,psts,2,ResidualAttentionBlock-11,5,0.051974132667989746,10000.0
416,train,psts,2,ResidualAttentionBlock-3,1,0.04895917404118699,1000.0
417,train,psts,2,ResidualAttentionBlock-5,2,0.059412648934335434,1000.0
418,train,psts,2,ResidualAttentionBlock-7,3,0.05935149556434138,10000.0
419,train,psts,2,ResidualAttentionBlock-9,4,0.05810810601571002,10000.0
420,train,psts,3,ResidualAttentionBlock-1,0,0.05372359660288063,10000.0
421,train,psts,3,ResidualAttentionBlock-11,5,0.05179876333587533,10000.0
422,train,psts,3,ResidualAttentionBlock-3,1,0.057446461829725216,1000.0
423,train,psts,3,ResidualAttentionBlock-5,2,0.08133825690406431,1000.0
424,train,psts,3,ResidualAttentionBlock-7,3,0.04748088517801502,10000.0
425,train,psts,3,ResidualAttentionBlock-9,4,0.041124025037537204,10000.0
426,train,psts,4,ResidualAttentionBlock-1,0,0.00883903691708836,10000.0
427,train,psts,4,ResidualAttentionBlock-11,5,0.026819896581930246,10000.0
428,train,psts,4,ResidualAttentionBlock-3,1,0.026472224117549393,1000.0
429,train,psts,4,ResidualAttentionBlock-5,2,0.02591188945723303,1000.0
430,train,psts,4,ResidualAttentionBlock-7,3,0.02018622988457266,10000.0
431,train,psts,4,ResidualAttentionBlock-9,4,0.013955269359618324,10000.0
